id,outcome
47472,15
17600,6
45692,4
32564,3
36768,1
36298,21
17079,10
12966,5
12757,4
20418,3
6797,2
10985,4
43418,7
17348,6
41626,13
18182,18
44718,4
21223,24
40801,4
35264,1
8055,7
11168,13
41230,4
39629,4
31943,0
18211,21
4396,1
163,3
52449,5
9091,6
52519,3
5872,12
22856,2
42862,1
43044,1
39894,6
29417,12
11713,4
7832,18
52947,4
11673,13
37304,4
43456,7
31822,12
30364,7
32775,3
49080,7
26123,2
40709,4
29610,12
42970,1
39551,1
26954,3
50379,8
8346,1
14938,3
42831,1
10879,4
40870,4
31482,2
49029,7
35167,6
39072,10
36055,3
42320,17
48807,0
18898,2
51138,21
38957,24
14656,3
13195,17
41922,17
14671,3
42582,8
20187,4
11792,0
18453,18
9335,6
39640,4
31859,16
43953,1
8688,7
38466,1
18071,21
34495,3
28603,12
47971,17
47667,15
21245,11
28952,24
33105,2
21901,15
24883,13
16747,6
47773,4
34709,6
11217,4
27724,8
53296,17
29107,19
52785,0
26636,1
34431,3
26879,3
28646,12
46371,4
52987,4
12552,7
3461,4
7107,16
38800,4
35696,7
16047,12
7035,3
21679,15
7501,0
28167,1
53632,6
48768,0
6506,7
44584,6
13537,42
17139,24
43963,1
50494,8
10684,4
11015,4
52887,4
32030,16
41815,4
5498,4
44889,21
14022,12
27388,4
25375,2
51641,4
47421,15
16885,6
45149,21
16846,6
11682,13
2478,2
31780,16
10124,8
43658,7
42150,17
26938,1
27609,12
14561,18
29901,6
42576,8
39142,6
25916,1
4525,4
36583,17
45144,21
13957,42
29477,12
5770,1
12328,24
26174,12
47112,3
38380,2
32332,21
52444,5
6306,4
39782,21
23196,3
19157,10
31271,17
39315,3
7306,0
26227,12
1936,3
40881,4
44662,8
42741,8
12350,8
26678,1
2161,2
23773,4
48508,4
5987,3
48522,4
35741,7
2671,10
3451,4
1015,7
40080,24
5098,1
14157,12
20273,4
50971,3
14841,9
47644,12
6427,6
33903,16
48797,0
1487,8
38918,4
44019,0
10501,0
40901,4
12083,4
53294,17
46949,3
15685,12
23258,2
17719,15
40586,0
31809,16
2800,6
22842,19
20112,4
14761,1
36589,17
37344,3
17703,15
39434,3
26162,12
8159,0
47999,17
11705,4
10837,4
43112,4
35269,10
45779,4
34811,6
21237,3
43193,3
14822,3
13291,4
32377,3
41969,17
17004,0
43518,7
22709,2
17383,15
42632,8
36489,17
2286,12
27634,12
26936,1
45706,4
15137,12
39332,10
52217,12
22196,8
19614,16
14036,18
33437,0
3948,15
48071,17
22760,4
15880,20
17837,16
53893,4
46692,13
28830,3
25172,13
624,24
4118,8
22641,10
42267,17
8154,0
4027,15
38927,6
50068,4
15114,12
32820,3
48861,4
23049,1
41766,4
30669,16
35389,6
29429,12
12349,8
13179,17
52404,5
37496,4
22071,13
37481,3
1795,12
9311,0
29657,4
77,7
21453,3
18921,2
12517,4
16648,6
47259,3
1012,7
10160,4
52232,12
44136,21
7294,0
51536,8
11996,8
25921,1
19075,18
52316,12
40283,6
24535,19
23193,1
9360,6
24863,13
44167,6
21243,19
30231,7
30175,4
52027,12
45259,21
45899,4
11187,13
36886,1
19228,10
9815,24
17801,12
24976,13
51764,4
49727,4
30981,17
15129,12
14552,18
11509,10
15984,12
7147,5
7228,2
4223,2
15686,12
32767,3
8613,7
49787,0
52413,5
9143,7
18575,8
49205,8
51039,24
3100,8
640,12
32880,2
12922,1
28438,12
10597,6
34764,6
3474,4
51383,4
35038,9
46034,4
24989,13
8244,17
15803,8
24555,3
26756,1
32358,5
39998,18
16586,2
8201,0
49348,8
51019,24
478,1
6434,4
224,3
6478,7
41227,4
43253,3
34823,18
20103,4
5628,8
43572,7
1732,42
1132,4
26596,1
40932,4
25249,13
53057,4
20491,3
21451,3
3784,12
42629,8
1155,4
31038,17
3720,13
7118,3
16134,12
49788,10
991,1
48065,17
50861,1
24664,16
10764,21
31199,17
30654,16
45072,21
4961,2
35667,7
13999,12
47405,15
26995,2
13102,4
53311,17
44917,21
479,1
15377,2
40973,4
23261,1
48578,21
21321,3
31202,17
33948,0
32761,3
17368,8
15230,12
26226,8
44895,21
29566,12
52338,12
46448,4
39814,21
22775,4
7282,0
42109,17
49614,12
47054,21
27125,4
18191,0
12460,3
46239,4
8023,7
40407,6
29023,18
40446,6
9514,4
7499,0
93,4
27926,1
14325,18
12701,4
33943,4
43320,3
14291,18
42285,17
40354,6
36473,17
35268,10
29444,12
15598,8
34572,6
52010,12
12535,7
10,10
483,2
44431,6
2181,1
8779,2
26929,42
28380,6
10628,6
1581,4
12238,4
12031,8
24058,2
20471,3
11525,4
25157,13
4718,21
12575,7
35529,0
11237,13
39187,3
35014,19
9967,17
30089,4
32440,3
21806,15
2211,1
17184,10
12557,7
1446,8
5840,2
53267,17
19206,0
11419,15
15219,12
53994,4
33026,2
18892,10
44643,15
36074,0
11988,8
12825,12
29700,4
13784,42
37236,3
24315,2
20961,12
26001,1
36155,16
36402,17
35727,7
802,2
26648,3
19063,10
13295,4
39671,6
52062,8
13075,4
21312,3
17419,6
11157,13
51882,4
20146,4
36657,17
46055,4
1753,42
46088,4
20079,4
13151,17
40215,6
10202,4
12033,8
48035,17
759,16
10225,4
3770,12
28810,3
19829,4
52701,5
13109,4
19529,6
1437,7
302,18
48589,0
24284,24
13203,17
32480,3
44261,6
6336,4
9363,6
34156,4
8463,1
17878,0
5316,3
36735,1
11131,4
26485,16
53461,17
10703,21
26985,2
30902,4
10924,4
2163,9
45547,4
5595,12
13211,4
25931,1
23726,4
42196,17
44195,6
12756,4
46944,3
36472,17
51828,4
11436,15
37743,7
7214,2
25208,13
16919,6
52063,8
3272,0
26613,1
47702,10
29463,12
41675,4
26961,18
19875,4
35776,7
22932,21
10402,7
34531,6
18741,10
44026,16
21908,15
819,3
27558,4
35528,10
10410,1
34875,18
14424,18
8842,10
43092,4
31439,2
3084,8
47764,4
5763,1
45871,4
8213,17
38291,6
53335,17
37041,1
53121,4
29333,12
33971,0
31679,1
44482,6
39162,3
41214,4
10641,6
1719,42
22281,8
33296,0
42675,8
34182,4
25178,13
33278,0
8301,17
30777,6
18665,8
22546,1
12763,4
10824,4
33077,2
5505,4
53087,4
8640,7
46711,4
23108,1
53790,4
7702,6
24498,21
20518,4
45736,4
11918,7
24640,19
25420,4
32516,9
42698,8
6299,4
45944,4
14008,2
28073,0
26696,24
42703,8
52144,12
27322,4
18743,10
50509,8
4981,2
1990,11
50532,8
44009,1
46461,4
14906,12
25030,13
39418,6
16229,3
8481,3
8723,6
51186,7
9354,1
4247,17
23344,9
36226,0
18600,8
20878,4
53496,17
35963,0
13337,42
7029,3
20369,4
43227,3
16133,6
54014,4
52340,12
32123,16
545,13
9985,17
35398,19
50697,8
32506,3
21654,15
42712,8
36567,17
4824,13
22420,8
40507,6
14396,18
2523,2
20191,4
50977,3
32414,3
17860,21
18150,5
525,21
26385,18
9498,4
26504,21
20135,4
4219,2
3039,18
42928,1
52203,12
38317,2
53943,4
38048,7
21861,15
170,11
10128,2
15331,1
37726,7
18396,12
10367,7
21592,15
15474,2
42081,17
1000,3
7333,0
49707,4
12133,4
2644,10
13713,4
4797,21
35113,4
25223,13
32417,3
39246,42
34112,5
40225,6
35116,18
9390,6
36421,17
38103,4
53643,4
39425,6
3255,18
23808,4
4781,21
12442,11
33750,0
27775,12
36839,1
40822,4
43077,4
30950,4
42958,1
47131,3
45583,4
31528,2
48695,9
45129,5
18308,18
33465,0
47173,21
48201,12
47699,18
34202,4
35717,7
11885,7
5297,7
41898,17
45307,4
52132,12
17697,6
42762,8
35753,7
37606,3
37161,1
13412,42
9535,4
50086,4
27352,4
14108,18
34638,6
32286,3
53728,4
17507,15
48628,0
574,1
48087,4
22277,8
35903,6
3842,3
30191,4
49532,8
32864,2
49240,8
20926,4
19468,21
947,7
37406,19
19969,4
12623,8
15561,8
20388,3
50470,8
24077,2
48844,0
44927,16
10107,8
40565,6
46136,4
34455,3
47779,4
12281,8
10873,4
4167,8
23922,2
31975,16
47536,15
7185,2
41146,4
4113,8
42929,1
36052,6
13002,0
51545,8
22192,8
14629,3
49352,8
41109,4
51597,4
21055,12
5927,12
28823,17
23515,4
41811,4
24208,2
44939,16
19421,21
51632,4
10070,8
45138,21
31375,17
45000,16
47898,17
43910,8
16385,2
8517,3
15378,2
39256,6
14720,3
50173,4
39942,42
53931,4
2744,6
41280,4
11224,13
9540,4
43283,6
9310,21
35207,4
22456,4
6353,4
37556,19
17264,10
29918,4
23000,2
44171,6
27296,4
28383,6
30662,16
26246,8
45456,4
16189,3
22238,8
551,13
6351,4
24198,2
21161,3
42214,17
52369,12
48425,8
74,17
13648,1
13807,42
44307,12
35077,18
23166,1
50228,4
13555,42
22626,2
33748,0
38083,7
20823,4
48139,17
29557,12
38030,7
47093,3
49582,8
28926,6
51959,4
20846,13
21380,3
35495,1
5786,1
9890,17
27279,4
51785,1
39028,4
30289,7
1486,8
39201,3
43652,7
22885,2
28900,3
15655,12
32925,2
19744,1
11786,0
29437,12
8866,10
46625,6
19266,10
48702,0
26391,12
17180,10
3136,8
32363,3
17789,4
38799,10
4909,13
33263,2
38243,2
41015,4
41974,17
43031,1
37912,7
51227,4
35346,42
33103,24
44811,16
39549,1
38005,7
34526,6
15228,12
8996,4
35380,6
20009,4
8292,17
48544,0
34535,6
11184,13
4534,4
19568,21
38806,10
28587,4
46277,4
24735,21
35428,10
37443,1
6409,4
17369,24
39451,4
49076,7
7444,0
26591,1
16768,6
49902,4
24680,19
17648,15
35244,0
15225,1
4412,2
19369,18
16140,3
48433,6
3969,15
6064,10
19269,10
716,12
32528,3
41918,17
50399,8
42300,17
45965,4
38295,2
53199,17
13649,1
13104,4
5632,12
21519,3
12090,8
28484,12
22936,2
34856,10
13516,42
21639,15
42591,8
34758,6
28795,21
23453,24
48002,17
42489,8
36884,1
45858,4
47243,3
16132,12
5015,2
1307,4
26779,1
22491,24
36714,17
11016,4
39094,4
26541,1
36563,17
7611,3
43335,6
26704,1
45561,4
53850,4
25256,13
22796,4
20534,13
3170,8
28697,16
45876,4
17894,0
7163,2
25848,1
45122,21
13531,42
18833,20
19945,4
21847,15
14480,18
45875,4
14693,3
46915,3
51825,4
12165,4
2155,19
6999,12
24747,21
27966,1
30500,6
19923,4
26199,8
11954,8
50493,8
2548,6
7667,6
19020,21
15822,12
28542,12
14230,18
30196,4
14459,18
30805,16
44810,16
13872,0
7208,2
40530,42
46154,4
53534,4
27450,4
39103,13
6082,4
32531,3
7461,16
27706,12
53954,4
24285,2
34087,0
33432,0
6345,4
14091,12
43995,16
51602,4
47561,15
40340,0
47663,15
8165,0
53807,4
18649,8
30507,10
31919,0
36498,4
14232,18
51343,7
17497,15
21848,15
53412,17
36744,42
32519,3
53904,4
12307,8
7322,0
4120,8
53520,4
9020,4
15224,2
16387,2
44499,6
18136,0
47275,3
33013,2
44222,6
29587,12
28909,21
37655,7
53063,4
8092,0
46706,6
16678,0
22489,21
3188,10
7092,3
33195,2
13931,23
21446,3
33319,0
19576,1
39706,6
46735,13
8456,1
17140,10
373,4
14842,9
28369,42
14284,18
17417,6
28768,12
39503,1
4414,2
15629,12
21185,3
4643,1
53290,17
29337,12
5790,1
49169,7
47192,3
22788,4
24840,24
22859,2
36506,17
25804,1
35980,0
10375,7
12084,4
9195,6
44834,16
25180,13
40562,6
11358,3
29626,4
50580,8
38517,10
28457,12
10528,6
36738,1
8376,1
8610,7
17828,0
18381,18
36764,1
47002,3
9134,6
26071,8
36727,1
48788,0
10337,7
40278,6
26337,9
9308,21
38850,10
37587,3
39324,4
3306,10
45304,4
13869,0
50466,8
24695,21
51129,3
41851,4
43257,3
53117,4
13031,4
47311,15
23791,4
28413,3
10279,3
13491,42
11771,4
47228,3
42478,24
47973,17
20664,4
1534,8
44596,3
33043,2
24182,1
42695,8
2045,12
43947,1
6604,4
9343,0
6725,17
35926,4
32378,3
119,3
44814,16
29544,12
11650,17
32229,16
31127,17
40889,4
31701,1
47529,15
18476,18
53811,4
14805,3
24123,2
4291,2
39960,0
39240,42
32741,3
38248,2
43294,3
18110,21
37316,4
46503,6
1191,17
45607,4
21003,12
12253,4
21136,3
47633,15
12788,12
52714,0
2876,21
21296,3
49202,8
39360,3
26656,1
19627,19
26411,8
4294,2
5398,1
24826,13
39280,13
25745,1
2626,10
25048,13
48831,0
30442,4
17852,21
16842,6
26363,0
28632,21
9460,4
1932,3
6620,4
18246,18
36910,1
32584,3
16577,2
12316,8
36413,17
2994,18
53365,17
46987,21
12326,8
36792,42
49649,4
26275,12
28543,12
27150,4
25244,13
50529,8
12180,4
719,12
4251,17
42088,17
24023,1
51079,3
41519,7
28919,11
24411,2
46184,4
48294,4
31430,2
24633,21
9806,4
3252,10
45755,4
15323,1
17590,6
53379,17
50864,24
52215,8
36230,17
6313,4
48585,25
11711,4
14851,3
6972,16
19768,4
46614,6
51840,4
46717,13
32045,16
53127,4
48799,0
43884,1
18084,0
15306,1
6030,3
18889,4
19870,4
42230,17
49091,7
53144,4
24119,2
3234,21
2897,0
53277,17
17237,10
51647,4
26777,1
39380,3
53564,4
40593,0
51045,24
19810,4
12606,8
22077,4
1044,10
13725,42
17107,24
39336,3
18931,2
52848,5
30679,16
24204,2
42848,1
25527,4
29326,12
4064,4
53614,4
14514,21
20443,3
21552,15
38664,16
17665,15
15614,12
34884,18
20353,4
52422,5
34325,3
47506,15
18996,10
47619,15
26187,8
16849,6
13274,4
50187,4
25576,9
25704,1
43026,4
3175,10
41046,4
21638,15
51020,24
51473,8
9304,21
45992,4
3197,6
39926,42
10026,8
23575,4
31524,2
8909,4
45742,4
7269,2
19855,4
13452,23
43800,1
39897,6
6406,4
23128,2
33436,0
44,12
6871,2
23159,2
2383,3
29343,18
47048,3
44852,21
20902,4
34938,6
15324,1
40096,6
9106,3
33568,0
2084,12
17696,15
521,2
43934,1
20489,3
28984,3
15553,1
6412,4
16306,2
38200,2
50422,8
45225,16
7690,6
32398,3
17867,21
52490,5
34967,18
40267,10
39807,3
22494,1
630,4
22703,17
11077,4
35557,7
46928,3
44341,6
45507,4
2562,6
52348,12
28106,9
5271,12
30313,7
11538,4
36989,1
29091,4
34129,4
12591,7
46251,4
14547,18
32382,21
22448,8
36251,17
17812,0
38438,6
32297,3
28222,1
6320,4
14140,18
2350,8
15676,12
34034,3
1334,4
19690,21
33823,0
10619,6
13115,17
4132,8
17026,10
6659,17
40449,42
34751,24
40417,4
37222,3
19480,21
9228,18
53800,4
1729,42
3522,4
16822,6
21291,3
18242,18
12715,4
3586,3
24791,21
20768,1
45473,4
5799,1
31272,17
32036,3
24611,21
52017,2
16895,6
51873,4
29424,18
41331,4
45715,4
53356,17
48316,10
9566,4
42635,8
23951,2
22593,2
14553,18
41813,4
3649,13
46867,13
48887,7
15288,1
50441,8
25379,2
24756,21
35639,7
44594,6
50335,4
39208,21
14177,18
53165,4
16917,6
53176,4
22554,19
323,8
25835,1
14850,3
34975,18
34448,3
2916,21
33643,0
42415,8
7684,6
6697,17
23105,2
52346,12
15613,12
21331,3
3303,10
5205,12
25395,4
18278,18
15243,19
25728,1
37366,3
7483,0
37454,1
51875,4
5729,1
13183,17
311,18
50524,8
40101,42
4454,4
30070,4
902,6
25016,4
8493,4
35426,10
14250,0
33710,3
49621,8
15808,8
12733,4
42287,17
36387,17
46078,4
53613,4
39443,7
18313,4
10917,4
49529,8
6878,2
43893,0
32035,16
36972,1
31719,2
17044,24
52049,12
42378,8
41678,4
33957,0
36887,9
15922,12
18056,21
29952,4
26671,1
53473,17
48398,4
7666,6
3150,8
13155,17
32399,3
26106,2
33461,0
39785,18
6106,17
6243,12
41297,4
6187,4
15991,12
32724,3
28778,18
26896,42
40349,0
30917,4
33968,6
32013,16
20219,4
44488,6
14198,18
3068,18
26349,12
3646,13
13660,0
53606,4
41858,6
27038,1
15028,12
27920,1
48938,7
4862,13
36185,0
22004,4
15048,12
39237,42
14135,18
39275,3
16671,6
12576,7
20605,4
19502,21
21431,3
28431,21
36941,1
8044,7
9639,4
40868,4
26103,2
51481,8
29883,4
23152,2
49933,4
3249,10
24078,2
21538,15
1662,42
38369,2
6595,0
10131,1
49331,8
1505,21
27292,4
10779,21
49506,8
42028,0
3433,4
35199,10
39027,4
50895,3
54018,4
36107,21
28006,6
37134,4
50684,8
25521,4
15528,17
34185,4
52902,4
40786,4
53241,17
47384,15
16750,4
37710,7
33487,42
32834,3
208,12
5828,9
26832,19
27544,4
39657,10
15939,0
8018,1
35848,0
1270,6
36510,17
14350,42
23749,4
24010,2
32637,3
41881,6
6901,16
34208,4
15112,12
26378,8
2400,6
24576,21
45084,21
22791,2
4378,1
22255,8
7905,18
23899,2
15345,2
11197,13
31216,17
44754,13
15411,1
49,12
47886,17
21617,15
36916,1
4945,13
7172,2
20231,4
48306,4
41744,1
32016,16
7953,1
51585,18
47524,15
37495,4
15336,1
37713,7
28655,0
17511,15
44437,6
4206,9
26402,18
37061,1
22659,2
27225,4
17517,12
38201,2
37608,3
31821,16
50584,8
11076,4
13225,4
50036,4
41606,13
42701,8
10616,6
12759,4
13393,0
19002,21
19603,16
3046,18
15955,12
26809,3
28420,1
17947,21
24725,21
12632,8
50416,8
13944,42
21707,15
14568,18
15056,12
4803,21
32955,2
4893,13
2317,12
24434,21
27528,4
50993,16
20581,4
3007,18
16569,2
42231,17
46182,4
23731,6
18602,8
39991,0
40636,4
38340,2
16310,2
27581,4
15485,2
33780,5
42529,8
37170,9
5518,4
46171,4
15327,1
38445,10
7396,3
8553,3
14312,18
23693,4
36773,1
22892,2
38064,7
4965,2
35619,7
6801,2
588,8
34990,18
42018,6
15765,12
34879,18
25923,1
32270,3
4362,1
15605,12
34645,6
7377,0
48645,0
44956,16
44752,6
4732,21
37024,1
14839,1
10941,4
10907,4
19803,4
50511,8
6060,3
26431,8
15622,12
10207,1
40553,23
43819,17
40651,4
42409,8
1203,8
40499,6
28505,12
45257,21
35425,10
46363,4
41349,4
24124,1
32763,3
22672,17
18693,8
30153,4
44142,2
670,12
39598,4
39692,6
46139,4
8447,1
14155,18
23545,6
14819,11
8071,7
20822,4
25147,13
43045,1
2998,18
1229,4
20950,12
29854,4
37841,7
53050,4
35693,7
40308,6
9356,6
8586,3
19812,4
51709,4
22586,2
33494,0
35807,0
17637,15
35948,3
43124,2
360,4
33789,0
4257,2
26105,2
1889,18
883,3
47566,15
12695,4
29220,4
25361,2
29620,12
9233,3
33438,0
23889,2
51507,8
7200,2
24807,13
7132,3
49766,8
39091,4
35037,18
5613,12
4287,19
20154,4
35043,18
39517,1
40785,4
8229,17
5851,12
39123,4
45341,4
4498,4
20378,4
22194,8
34121,0
32513,1
39073,4
50750,4
13656,2
19071,10
41655,4
2410,3
53563,4
24273,2
31647,2
43868,1
46615,6
9719,7
4763,18
12553,7
8885,10
48226,13
7981,1
45169,0
13181,17
47670,15
49865,18
50762,4
28699,4
36966,1
46798,13
23305,3
46559,13
30906,4
6526,16
13962,42
44470,6
21330,3
12385,19
34142,4
52149,12
3850,3
45298,4
40641,4
31491,2
53987,4
36119,0
48571,4
2893,0
1890,18
29624,4
52253,12
35777,0
17622,15
36879,1
24914,13
52282,12
18063,21
18415,18
50706,8
8628,7
39391,6
46333,4
20669,13
38929,10
10258,3
30530,3
27763,12
5757,2
16340,2
26852,1
43939,1
2792,6
52475,5
43548,7
1879,18
6133,4
20053,4
47592,15
47884,17
19982,4
35919,6
48468,15
32261,3
49005,13
27933,1
36608,17
18668,8
12188,4
47776,4
36785,6
21753,15
27367,4
36520,17
20792,13
4451,4
3795,12
1055,10
44236,6
9142,3
23326,1
12376,4
2467,2
39745,6
10405,7
39464,7
26787,1
17313,6
27237,4
51312,13
32975,2
53655,4
32493,5
10960,4
25175,13
1687,1
35771,7
3652,13
37945,7
11828,21
5125,1
5558,4
47661,15
6311,4
53168,4
46320,4
53049,4
52724,5
27018,9
34358,3
16547,2
1826,18
12070,4
37338,3
48274,13
51240,4
10289,3
25988,23
1006,3
341,10
27201,4
47162,3
40197,6
24587,21
40792,4
10347,7
2550,6
34797,18
15761,12
31793,16
41910,17
45911,4
36172,0
29198,0
26068,1
29963,4
43445,7
38849,10
27718,12
37168,1
10569,6
14914,12
48116,17
35242,24
582,1
6444,7
9184,4
31204,17
53174,4
37806,7
7036,3
31355,17
42036,6
51084,3
37836,7
47313,15
7687,6
26247,8
22719,2
4360,2
26663,9
9421,0
41286,4
6617,4
15403,1
2263,12
41977,17
3690,4
38659,0
34318,3
16323,8
21627,15
26505,21
3859,3
983,1
25748,1
36079,0
12951,5
51247,4
39080,4
52560,5
14239,18
30061,4
1435,7
2077,8
42076,17
10895,7
26388,8
22818,6
19303,1
1628,42
50844,3
46268,4
24528,16
33507,0
3503,4
10904,4
12888,5
24461,21
30139,4
17105,10
5657,12
17900,0
7788,18
52694,5
17195,10
18164,21
35154,18
41980,17
24543,21
20304,4
35835,0
17538,6
50467,8
42001,17
12593,8
34425,3
12767,12
52997,4
6487,13
36526,17
41405,7
35549,7
5447,2
43123,4
39931,42
13358,42
30542,0
52665,5
25482,4
20120,4
8983,6
8370,1
14949,12
40191,6
2158,19
3004,18
47616,15
51539,8
8119,0
19526,6
28462,12
37334,3
38511,21
21128,3
45367,4
16583,2
40457,0
10822,4
19417,21
6590,0
9469,4
36145,8
4757,21
25861,1
42460,8
46331,4
32804,3
43348,12
22142,8
33223,2
27748,12
45929,4
43263,3
46226,4
23984,3
26780,4
51034,3
51711,4
25378,2
17111,10
35307,1
25102,13
16166,0
49523,8
45472,3
20698,4
33603,0
1482,4
30809,0
27323,4
1088,3
45738,4
23492,4
46984,3
29856,4
37850,7
42840,4
7493,0
33116,2
22976,2
16712,6
19792,4
36371,17
6995,12
5471,4
23189,2
8847,3
50704,8
23013,2
47298,15
2266,12
44140,1
6586,6
30699,0
30279,7
30443,7
6246,12
23240,2
24251,2
10476,1
32919,2
47604,15
36096,0
3134,8
35695,7
52644,5
31721,2
10222,4
30674,16
2369,3
37923,7
5706,12
24185,2
27950,1
38011,7
29857,4
13234,4
39167,13
21365,3
15443,12
45274,4
18400,1
25192,13
39312,3
50557,8
42806,1
28559,12
5578,4
47439,15
10451,1
8095,0
8776,24
18043,10
25371,2
45519,4
43622,7
13818,23
17552,6
26866,1
8513,3
13344,42
39470,13
28769,12
46961,3
19010,21
39757,18
19246,10
29691,4
12755,4
17188,10
4355,2
1882,18
40817,4
2492,2
22620,2
10590,6
15149,12
45386,4
44455,6
27659,12
38912,6
39061,4
15638,12
47268,3
7364,0
43510,7
16800,6
35125,18
10063,8
8255,17
44290,6
50245,4
50073,4
27403,4
13653,42
3410,21
8904,10
34766,18
38075,7
40185,6
13682,42
21149,3
6283,4
16052,12
396,12
17132,10
14810,11
25467,4
16084,8
32903,2
8487,3
33702,2
42525,8
20802,4
44265,6
14449,18
40273,1
35411,1
13260,4
44859,21
49918,4
10055,8
39584,4
16571,2
20749,4
38119,24
19890,4
43957,1
12215,4
11795,0
47535,15
42182,17
30690,0
41163,4
20737,13
16969,10
53198,17
53355,17
8744,2
47711,10
31611,2
19943,4
9915,17
1754,42
19472,21
39362,3
34916,18
52859,5
24501,21
7082,3
3827,3
40043,18
35051,6
113,7
35327,6
40820,4
37182,1
26983,2
28502,21
48779,0
19544,6
50202,4
8205,17
4641,1
1816,18
41244,4
36944,1
17792,4
20402,3
51925,4
28566,12
18552,8
50597,8
50239,4
2185,1
20948,12
29537,12
22144,8
48004,17
10661,15
24080,2
6904,16
49040,7
8968,6
16610,6
42284,17
39919,10
6900,16
35472,1
51710,4
43220,3
25019,4
13166,17
42366,8
18949,3
43333,6
38670,2
41187,4
46849,13
21410,3
43897,5
8769,2
24205,2
24157,1
2364,3
51044,3
49636,8
35303,10
29526,12
13413,42
1957,3
26282,8
6404,4
31646,1
32709,3
20050,4
51060,3
34637,6
16821,6
1747,0
22154,8
40345,42
48732,0
38197,2
28355,9
25432,4
2147,12
24396,2
11610,17
7983,1
38094,7
11127,4
44963,21
1340,13
5715,1
38558,10
38127,2
38287,6
30145,4
766,3
30382,13
33687,5
9823,2
40003,1
39903,10
23962,2
25780,2
2692,10
18492,8
17113,10
22893,2
3291,10
227,2
28098,2
20877,4
24629,21
40247,0
36521,17
5651,12
26655,1
32318,3
23518,4
43473,7
42483,8
23969,2
27415,4
9035,42
350,6
1178,4
13810,42
23968,2
19849,4
34233,3
52252,12
50117,4
44105,2
13542,42
16928,6
28649,3
29171,4
51765,4
12399,3
26944,24
15293,9
6903,16
32320,17
38789,10
7933,10
10101,8
27484,4
37626,3
17205,10
1837,18
29309,10
553,2
33937,0
53715,4
11192,13
212,12
1858,1
14156,12
50622,8
50361,4
2463,2
36486,17
4516,4
24960,6
29229,13
32636,3
22611,2
5111,1
18148,24
47245,3
18962,0
32311,16
21923,15
53436,17
20049,4
28191,2
3557,4
53856,4
37906,7
48250,4
52243,12
17562,6
46125,4
13322,4
43290,3
52351,12
26616,19
43687,7
37561,3
41836,6
46240,4
52221,12
20109,4
48789,0
535,21
33753,0
18390,18
7385,0
21904,15
7927,1
38264,2
41316,4
53636,4
12891,5
21686,15
992,1
18746,10
51654,4
15520,1
35360,18
3261,10
50933,3
38575,10
35669,7
35621,7
10700,21
9735,7
35982,0
13623,42
44110,1
44000,1
2146,12
42545,8
48080,17
34457,3
7628,3
30109,4
35145,18
11720,4
45132,5
20301,4
6571,0
13588,2
49938,4
30763,6
41288,4
18112,21
20810,4
35336,6
4480,4
31186,17
3355,21
1293,21
15509,1
14703,3
51415,7
1263,1
39568,4
40095,6
11572,17
41897,17
10767,16
21736,15
942,10
31510,2
29837,4
4011,15
18120,0
41828,6
51450,7
32364,5
2425,2
49032,7
43467,7
36205,0
10129,1
33544,0
20137,4
13541,42
24913,13
41143,4
45781,4
1878,18
6951,16
46886,3
48497,4
44866,21
53118,4
31312,17
25942,1
41855,6
17394,6
13476,42
53034,4
19098,10
6862,2
47572,15
22080,4
15698,12
35648,7
53307,17
3095,8
5051,4
52195,12
51528,8
9071,3
2780,15
33529,42
5371,1
41468,7
4049,4
47756,4
7989,1
44712,6
24335,2
14816,1
53039,4
40317,6
25233,13
47361,15
23802,4
43117,4
37880,7
30840,3
28473,12
33851,0
27865,12
28000,1
23178,2
26212,12
48064,17
2698,10
46444,4
32699,3
23662,4
28574,12
2477,2
48704,0
8693,7
33261,2
24238,2
25616,1
8516,3
33708,3
45383,4
1520,7
25263,13
51605,4
29020,18
16556,6
40409,6
42475,8
21785,15
21869,15
41008,4
51057,24
847,2
10749,21
53266,17
8349,1
49361,8
37472,3
9403,6
33046,2
35900,24
32648,24
19949,4
33289,0
17933,9
46204,4
27073,2
13841,0
28816,10
4401,2
71,24
14167,18
13831,4
41262,4
19087,18
50609,8
42969,1
12504,3
24091,1
32008,12
34926,6
8825,6
36975,17
52101,18
38562,10
8561,3
27819,12
7774,24
52038,8
17806,0
30263,7
42801,4
43812,17
27416,4
13871,0
47887,17
45983,4
4324,2
4051,4
53845,4
12168,4
46932,3
47424,15
28621,12
32313,3
37629,3
44339,3
52988,4
38425,42
36314,17
44975,3
20825,13
1658,42
15744,12
39392,6
25400,4
46895,3
37223,3
36139,16
38422,2
21376,3
10716,21
35960,0
8171,0
21304,3
7213,24
36033,0
21953,15
43666,7
48260,6
19869,4
46759,4
42321,17
6068,3
39496,1
40209,6
4896,13
33661,0
31956,16
7425,0
32082,12
52807,5
35155,18
17533,6
40303,6
1407,4
51258,6
42113,17
17606,0
13609,42
18761,4
34788,18
32306,3
1301,16
50185,4
5761,1
11322,3
13746,42
31114,17
49974,4
50601,8
43940,11
16255,3
49126,7
2533,6
10440,5
6043,3
42790,21
45608,4
47917,17
49537,8
39488,1
27043,17
2271,12
2242,12
12440,16
46436,4
24718,21
9258,10
49504,12
50260,4
